,Title,Plot,genre
3908,Aliens vs. Predator: Requiem,"Following the events of Alien vs. Predator, and the maturation of the chestburster that erupted from the body of Scar (the Predator that defeated the Alien Queen) into an adult Predalien, the Predator scout ship crashes in the woods of Gunnison County. A local, Buddy Benson, and his son, Sam, are hunting in the forest and witness the crash, but they are chased and are implanted with alien embryos by facehuggers along with several homeless people living in the sewers. Meanwhile another Predator lands seeking out the Alien and destroying evidence of their presence on Earth. The dwellers of the town find themselves in the middle of a battlefield between the two deadly extraterrestrial creatures, and the small group of survivors splits between the leadership of Sheriff Eddie Morales and the bad-boy Dallas Howard. Both have different opinions about the best means to escape from the beings.",Action
3909,Walk Hard: The Dewey Cox Story,"The up-and-down-and-up-again story of musician Dewey Cox, whose songs would change a nation. On his rock 'n roll spiral, Cox sleeps with 411 women, marries three times, has 36 kids, stars in his own 70s TV show, collects friends ranging from Elvis to the Beatles to a chimp, and gets addicted to - and then kicks - every drug known to man; but despite it all, Cox grows into a national icon and eventually earns the love of a good woman - longtime backup singer Darlene.",Comedy
3910,Drained,"A pawn shop proprietor buys used goods from desperate locals--as much to play perverse power games as for his own livelihood, but when the perfect rump and a backed-up toilet enter his life, he loses all control.",Comedy
3912,Dedication,"Henry Roth: obsessive-compulsive, somewhat misanthropic, a writer of children's books. His illustrator and only friend, Rudy, dies after a fabulously successful collaboration on ""Marty, the Beaver."" Henry is under contract to produce another Marty book for Christmas sales. His publisher, Arthur Planck, assigns penniless, lovelorn illustrator Lucy Reilly to work with Henry. She's sought by her ex-boyfriend Jeremy, who dumped her two years ago but shows up apologetic, having dedicated his new book to her. She and Henry go to a house on the shore to work. Will love bloom amid the rocks, or is Henry a bump on Lucy's road to Jeremy? Rudy's voice, from the grave, gives Henry counsel.",Comedy
3914,Battlestar Galactica: Razor,A two-hour Battlestar Galactica special that tells the story of the Battlestar Pegasus several months prior to it finding the Galactica.,Action
3916,27 Dresses,"Two things about Jane: she never says no to her friends (she's been a bridesmaid 27 times and selflessly plans friends' weddings), and she's in love with her boss, George, nurturing dreams of a lovely, romantic wedding of her own. She meets Kevin, a cynical writer who finds her attractive, and that same week her flirtatious younger sister Tess comes to town. Jane silently watches George fall for Tess, a manipulative pretender. Worse, Jane may be called upon to plan their wedding. Meanwhile, Kevin tries to get Jane's attention and has an idea that may advance his career. Can Jane uncork her feelings?",Comedy
3918,Dragon Wars: D-War,"Based on the Korean legend, unknown creatures will return and devastate the planet. Reporter Ethan Kendrick is called in to investigate the matter, and he arrives at the conclusion that a girl, stricken with a mysterious illness, named Sarah is suppose to help him. The Imoogi makes its way to Los Angeles, wreaking havoc and destruction. With the entire city under arms, will Ethan and Sarah make it in time to save the people of Los Angeles?",Action
3919,In the Name of the King: A Dungeon Siege Tale,"Set in the kingdom of Ehb, the story follows Farmer (Jason Statham), who was adopted by his village. When Farmer's wife, Solana (Claire Forlani), and his son leave to sell vegetables at the town of Stonebridge, Farmer's farm is attacked by creatures called Krugs. With the help of his friend and neighbor Norrick (Ron Perlman), he travels to Stonebridge where his wife and son are. Before he arrives, the Krugs, controlled by the wizard Gallian (Ray Liotta), kill his son and capture his wife. Farmer, with the help of Bastian (Will Sanderson), his brother-in-law, and Norrick sets out to find and rescue his wife. The King's nephew Fallow (Matthew Lillard) is conspiring with the wizard Gallian to take over the kingdom led by King Konreid ('Burt Reynolds').",Action
3922,Arranged,ARRANGED centers on the friendship between an Orthodox Jewish woman and a Muslim woman who meet as first-year teachers at a public school in Brooklyn. Over the course of the year they learn...,Comedy
3925,Rambo,"Vietnam veteran John Rambo has survived many harrowing ordeals in his lifetime and has since withdrawn into a simple and secluded existence in Thailand, where he spends his time capturing snakes for local entertainers, and chauffeuring locals in his old PT boat. Even though he is looking to avoid trouble, trouble has a way of finding him: a group of Christian human rights missionaries, led by Michael Burnett and Sarah Miller, approach Rambo with the desire to rent his boat to travel up the river to Burma. For over fifty years, Burma has been a war zone. The Karen people of the region, who consist of peasants and farmers, have endured brutally oppressive rule from the murderous Burmese military and have been struggling for survival every single day. After some inner contemplation, Rambo accepts the offer and takes Michael, Sarah, and the rest of the missionaries up the river. When the missionaries finally arrive at the Karen village, they find themselves part of a raid by the sadistic Major Pa Tee Tint and a slew of Burmese army men. A portion of the villagers and missionaries are tortured and viciously murdered, while Tint and his men hold the remainder captive. Concerned by their disappearance, the minister in charge of the mission gathers a group of mercenaries and pleas Rambo transport them with his boat, since he knows their last exact location. But Rambo can't stay behind: he joins the team where he belongs, to liberate the survivors from the clutches of Major Tint in what may be one of his deadliest missions ever",Action
